X,municipality,district,region,latitude,longitude,ind_machine,ind_mining,ind_metals,russian_lang,forest,elev,dist_road,pop_density,dist_russia,yanukovych,rebel_violence,until_control
2495,Zakhidne,Bilovodskyi,Luhansk,49.30002,39.28173,0.0253300274743684,2.01031964082289e-4,0.00308249011592843,0.118333333333333,0,0.571428571428571,0.116847602145441,0.014485982250386,0.253071009641391,0.20129804423142,0,1650
2496,Orikhove,Starobilskyi,Luhansk,49.23774,39.17378,0.0262515776188473,2.52419015565839e-4,0.0041228439209087,0.199955555555556,1,0.521865889212828,0.0309879540117885,0.0158004814553138,0.29972572761719,0.128422282639627,1,1650
2497,Yakovlivka,Oleksandrivskyi,Donetsk,48.70351,37.24723,0.131841702499818,0.355513446541797,0.0794402740325049,0.183022222222222,1,0.276967930029155,0.223191390727114,0.00969431238248622,0.818859295195834,0.583010255925014,0,1650
2498,Starovarvarivka,Oleksandrivskyi,Donetsk,48.68083,37.22874,0.131456761462565,0.35388856645386,0.0790771909460244,0.187944444444444,1,0.376093294460641,0.182373499085942,0.00969431238248622,0.835272552736248,0.583010255925014,0,1650
2499,Lidyne,Dobropilskyi,Donetsk,48.59324,37.18671,0.151934289483764,0.415201940673277,0.0884793803464272,0.0778,1,0.556851311953353,0.198045846412157,0.0101072239076556,0.860931837366328,0.423115736126204,0,1650
2500,Krynytsi,Oleksandrivskyi,Donetsk,48.65867,37.12076,0.128387713890955,0.345661954865909,0.0772310199454423,0.120177777777778,1,0.370262390670554,0.500562359566662,0.00969431238248622,0.880033302713468,0.583010255925014,0,1650
2501,Petrivske,Dobropilskyi,Donetsk,48.56605,37.17572,0.0953172848770001,0.37248778113529,0.0849946257275548,0.115677777777778,0,0.588921282798834,0.122510739397106,0.00945429755462812,0.855266920662064,0.423115736126204,1,1650
2502,Vesele,Dobropilskyi,Donetsk,48.54886,37.28941,0.233267845448592,0.2396201702685,0.135363457760314,0.2069,1,0.358600583090379,0.380119982241644,0.0104014948820333,0.80156817353304,0.423115736126204,0,1650
2503,Kucheriv Yar,Dobropilskyi,Donetsk,48.50881,37.2779,0.230774214447684,0.237058632977,0.133916423712342,0.195233333333333,1,0.530612244897959,0.578868551507991,0.00945429755462812,0.79080404828029,0.423115736126204,0,1650
2504,Vesele Pole,Dobropilskyi,Donetsk,48.53817,37.10037,0.0319360733084245,0.408023563422151,0.0580085635585131,0.2392,0,0.606413994169096,0.316427928895579,0.00945429755462812,0.877594369121915,0.423115736126204,0,1650
2505,Pervomayske,Dobropilskyi,Donetsk,48.54191,37.08074,0.0320207820617993,0.406453377085042,0.0581624282198523,0.245355555555556,1,0.588921282798834,0.275584323684427,0.00946641548967785,0.887556835517089,0.423115736126204,1,1650
2506,Kopani,Oleksandrivskyi,Donetsk,48.54413,37.03971,0.0321420729029425,0.405220685111989,0.0583827404479578,0.184888888888889,1,0.559766763848397,0.0336891676762804,0.00965598395534369,0.906544201301587,0.583010255925014,0,1650
2507,Novoukrayinka,Dobropilskyi,Donetsk,48.54351,37.02027,0.0321420729029425,0.405220685111989,0.0583827404479578,0.176844444444444,1,0.591836734693878,0.0847985695472541,0.00965598395534369,0.915036399440202,0.423115736126204,0,1650
2508,Bokove,Dobropilskyi,Donetsk,48.52086,37.0298,0.0319718232949271,0.405722710642713,0.0580734996996669,0.232655555555556,1,0.565597667638484,0.079955426960872,0.115412858403717,0.90304371216524,0.423115736126204,0,1650
2509,Novyy Donbas,Dobropilskyi,Donetsk,48.45036,37.1796,0.0911243286943466,0.378703008604262,0.0807299185771208,0.174222222222222,1,0.559766763848397,0.446044496376249,0.00945429755462812,0.81175116906259,0.423115736126204,0,1650
2510,Matyasheve,Dobropilskyi,Donetsk,48.40919,37.06338,0.0310420698247753,0.426000053018053,0.0563846989900061,0.146266666666667,1,0.405247813411079,0.015548668034396,0.00945429755462812,0.851002256002355,0.423115736126204,0,1650
2511,Krasnopodillya,Dobropilskyi,Donetsk,48.42006,37.08836,0.0309281073371718,0.427103692356452,0.056177697955734,0.149244444444444,1,0.443148688046647,0.165667387201113,0.0783726835243474,0.842890098545296,0.423115736126204,0,1650
2512,Svitle,Dobropilskyi,Donetsk,48.3984,37.11535,0.0309862136487523,0.427906115212617,0.056283242041756,0.151677777777778,1,0.495626822157434,0.322067349179203,0.216152735001697,0.823402416696389,0.423115736126204,0,1650
2513,Vasylivka,Dobropilskyi,Donetsk,48.358,37.03547,0.0307462059549441,0.421939820406449,0.0558472929685449,0.0853888888888889,1,0.41399416909621,0.0526338532794359,0.00979201496716561,0.8484273170089,0.423115736126204,0,1650
2514,Lunacharske,Krasnoarmiiskyi,Donetsk,48.37973,37.28446,0.106247746123332,0.306008835196538,0.0942571222502705,0.306922222222222,1,0.440233236151603,0.174593295304334,0.0100330765348524,0.740616020940827,0.717762176416756,0,111
2515,Razine,Krasnoarmiiskyi,Donetsk,48.36649,37.31311,0.108693135779604,0.314318786896632,0.0967473087162866,0.247744444444444,1,0.309037900874636,0.0312770209449063,0.0109885249613012,0.723328979347714,0.717762176416756,0,111
2516,Boykivka,Dobropilskyi,Donetsk,48.40052,37.3078,0.109097246427327,0.315487393981643,0.0971070059254096,0.0998,1,0.291545189504373,0.0844372512631018,0.00957078202739251,0.737834241901529,0.423115736126204,0,111
2517,Mayak,Dobropilskyi,Donetsk,48.42571,37.31896,0.109986646988545,0.318059362335137,0.0978986576709537,0.204477777777778,1,0.274052478134111,0.183975747643814,0.00945429755462812,0.742273712692369,0.423115736126204,1,111
2518,Pankivka,Dobropilskyi,Donetsk,48.43593,37.32904,0.114824692324631,0.302586185804115,0.102248538083238,0.204477777777778,1,0.268221574344023,0.157052519799346,0.00945429755462812,0.741817237096624,0.423115736126204,0,111
2519,Ivanivka,Dobropilskyi,Donetsk,48.43951,37.22854,0.0931068536440845,0.388583843571005,0.0828362630851274,0.253922222222222,0,0.580174927113703,0.636768210716872,0.00945429755462812,0.786347505453239,0.423115736126204,1,1650
2520,Dorozhnye,Dobropilskyi,Donetsk,48.42095,37.22562,0.092051842598376,0.384017801374141,0.0818628981886321,0.286355555555556,1,0.568513119533528,0.600229923305266,0.00945429755462812,0.781083122765766,0.423115736126204,1,1650
2521,Vilne,Dobropilskyi,Donetsk,48.47163,37.22432,0.097462729953075,0.383372783522279,0.0870188115111499,0.162533333333333,1,0.600583090379009,0.530326500284984,0.00945429755462812,0.799714241999398,0.423115736126204,0,1650
2522,Dymytrove,Krasnoarmiiskyi,Donetsk,48.25417,37.04887,0.029854939217489,0.442384308918173,0.0543722545714578,0.1552,0,0.551020408163265,0.0392891846570125,0.0177039964548848,0.811720662036013,0.717762176416756,0,1650
2523,Krasnyy Lyman,Krasnoarmiiskyi,Donetsk,48.34252,37.24026,0.0299451816179108,0.445104769711563,0.0544853732260874,0.4854,1,0.478134110787172,0.243689915854227,0.164117889256251,0.747715586259267,0.717762176416756,0,111
2524,Kurytsyne,Oleksandrivskyi,Donetsk,48.56424,36.99135,0.0318492126091332,0.401528544618816,0.0578507901106971,0.191933333333333,1,0.469387755102041,0.210714623319544,0.00968965950112795,0.935107709048099,0.583010255925014,0,1650
2525,Svitle,Krasnoarmiiska,Donetsk,48.30787,37.22555,0.0359358682965784,0.346427913262485,0.0650224215246637,0.480211111111111,1,0.542274052478134,0.0357594059215109,0.493773405134266,0.743187021530976,0.531434885967156,0,1650
2526,Rivne,Krasnoarmiiska,Donetsk,48.29888,37.22043,0.0358884696788442,0.3459709824852,0.0649366583847121,0.370877777777778,1,0.591836734693878,0.0200129254158752,0.493773405134266,0.742716137571327,0.531434885967156,1,1650
2527,Balahan,Krasnoarmiiskyi,Donetsk,48.2916,37.29725,0.0359833156944531,0.351086347506692,0.0658967814231464,0.456733333333333,0,0.481049562682216,0.151123760708278,0.0113674289316112,0.704812867217573,0.717762176416756,1,111
2528,Moskovske,Krasnoarmiiskyi,Donetsk,48.28152,37.30438,0.0359262827485471,0.350529881592442,0.0657923361407216,0.386288888888889,1,0.545189504373178,0.0714690214912536,0.0113674289316112,0.698227378162822,0.717762176416756,1,1650
2529,Promin,Krasnoarmiiskyi,Donetsk,48.26866,37.31742,0.0359307493861312,0.350573462219874,0.0658005159605881,0.3629,1,0.597667638483965,0.0203564191421463,0.0113674289316112,0.688022282508553,0.717762176416756,0,1650
2530,Mykolayivka,Krasnoarmiiskyi,Donetsk,48.25089,37.33285,0.0356317233301483,0.355978177110625,0.0652529050950899,0.301233333333333,1,0.527696793002915,0.121806940045438,0.0113674289316112,0.675120890666578,0.717762176416756,0,1650
2531,Sukhyy Yar,Krasnoarmiiskyi,Donetsk,48.23365,37.27707,0.0353142264139426,0.350853096480786,0.0646155724445258,0.307344444444444,1,0.574344023323615,0.333505154160899,0.0625879673496032,0.695734302811333,0.717762176416756,0,1650
2532,Buzynivka,Oleksandrivskyi,Donetsk,48.63336,36.75899,0.0319831753748668,0.401742550460219,0.0580941195750143,0.1141,1,0.405247813411079,0.00752352345783729,0.00969431238248622,0.902003637034435,0.583010255925014,0,1650
2533,Krutyy Yar,Krasnoarmiiskyi,Donetsk,48.23284,37.33677,0.0353228514730575,0.352587391237979,0.064631353991757,0.299644444444444,0,0.571428571428571,0.23435377283126,0.0113674289316112,0.667482113216964,0.717762176416756,0,1650
2534,Novoukrayinka,Krasnoarmiiskyi,Donetsk,48.22838,37.1957,0.0357547025539073,0.343324667380333,0.0647499617678544,0.191966666666667,1,0.492711370262391,0.136714452959231,0.0113674289316112,0.733127853234323,0.717762176416756,0,1650
2535,Novopavlivka,Krasnoarmiiskyi,Donetsk,48.24822,37.2177,0.0357547025539073,0.343324667380333,0.0647499617678544,0.234277777777778,0,0.568513119533528,0.0184863506100741,0.0113674289316112,0.728393382691676,0.717762176416756,0,1650
2536,Hnativka,Krasnoarmiiskyi,Donetsk,48.26193,37.20906,0.0357470491101462,0.343251177298025,0.064736101767476,0.252211111111111,1,0.583090379008746,0.013926136970236,0.385870829725132,0.736647772590424,0.717762176416756,0,1650
2537,Rih,Krasnoarmiiska,Donetsk,48.27392,37.20642,0.0358919250844335,0.346300276327909,0.0649984648449493,0.308066666666667,0,0.583090379008746,0.0285506467534846,0.596731704566224,0.741550824077749,0.531434885967156,0,1650
2538,Chunyshyne,Krasnoarmiiskyi,Donetsk,48.23788,37.20607,0.0357547025539073,0.343324667380333,0.0647499617678544,0.191966666666667,1,0.524781341107872,0.0737962989093746,0.0113674289316112,0.730896018791175,0.717762176416756,0,1650
2539,Novyy Trud,Krasnoarmiiskyi,Donetsk,48.21248,37.17296,0.0351604760187523,0.345444163962015,0.0636194254117081,0.133744444444444,1,0.428571428571429,0.160736243111631,0.0113674289316112,0.739477233213617,0.717762176416756,0,1650
2540,Petrivka,Krasnoarmiiskyi,Donetsk,48.17106,37.20816,0.0347603909801242,0.34148370420987,0.0628955108589085,0.165488888888889,1,0.422740524781341,0.257285809280894,0.0113674289316112,0.71044417304108,0.717762176416756,1,1650
2541,Novopustynka,Krasnoarmiiskyi,Donetsk,48.19292,37.10284,0.0348095607081123,0.342582106455266,0.0630923287834535,0.192855555555556,1,0.379008746355685,0.0865550380924234,0.0492202201900668,0.768187183196364,0.717762176416756,0,1650
2542,Vovkove,Krasnoarmiiskyi,Donetsk,48.23012,37.08063,0.0298595146871009,0.442452107279693,0.0543805874840358,0.145355555555556,1,0.518950437317784,0.147212289679924,0.0113674289316112,0.789415474990604,0.717762176416756,0,1650
2543,Solone,Krasnoarmiiskyi,Donetsk,48.21252,37.05005,0.029561645919428,0.439165377887078,0.0539259184139137,0.204733333333333,1,0.387755102040816,0.023413079487922,0.0113674289316112,0.799620637111388,0.717762176416756,0,1650
2544,Uspenivka,Krasnoarmiiskyi,Donetsk,48.20001,37.01942,0.0292443129091319,0.434426023927165,0.0533470442176018,0.154066666666667,1,0.352769679300292,0.0281836568228363,0.0113674289316112,0.811538729403275,0.717762176416756,0,1650
2545,Troyanda,Krasnoarmiiskyi,Donetsk,48.26384,37.14076,0.0300413743479043,0.445146866085884,0.0547117929740704,0.189288888888889,1,0.510204081632653,0.146040735143263,0.5521390474672,0.770007002673472,0.717762176416756,0,1650
2546,Pershe Travnya,Krasnoarmiiskyi,Donetsk,48.2523,37.12328,0.0298579893747446,0.44242950551696,0.0543778095627299,0.2121,0,0.495626822157434,0.186276966636167,0.292333258481531,0.775112025622238,0.717762176416756,1,1650
2547,Nadezhdynka,Krasnoarmiiskyi,Donetsk,48.13991,37.00579,0.0347390097591548,0.335034470409168,0.0631211388665055,0.215433333333333,1,0.41399416909621,0.373894329905065,0.0113674289316112,0.803341924799111,0.717762176416756,0,1650
2548,Novoandriyivka,Krasnoarmiiskyi,Donetsk,48.10718,37.04055,0.0347305032196518,0.33466491772001,0.0630515144288099,0.233266666666667,0,0.472303206997085,0.283919559262105,0.0113674289316112,0.777773103470229,0.717762176416756,0,1650
2549,Yasenove,Krasnoarmiiskyi,Donetsk,48.10631,37.06536,0.0344359926882481,0.338935078719264,0.0624152367474497,0.233266666666667,1,0.489795918367347,0.137441815861927,0.0113627388081848,0.764857324917664,0.717762176416756,0,1650
2550,Ukrayinka,Krasnoarmiiskyi,Donetsk,48.11525,37.09792,0.0347308950341957,0.341837644959857,0.0629497472494796,0.169155555555556,1,0.46064139941691,0.0771879802394143,0.0113081046942933,0.750437663721839,0.717762176416756,0,1650
2551,Hulive,Dobropilskyi,Donetsk,48.3758,36.96898,0.0307453986924672,0.421928742090477,0.0558458266600152,0.0743,1,0.457725947521866,0.0209167039434737,0.00945429755462812,0.885645797308065,0.423115736126204,0,1650
2552,Petrivske,Dobropilskyi,Donetsk,48.38345,36.8621,0.0317129316181449,0.398320920785376,0.057603249830738,0.0530444444444444,1,0.314868804664723,0.163181865909983,0.00945436411492003,0.939540780588361,0.423115736126204,0,1650
2553,Zorya,Krasnoarmiiskyi,Donetsk,48.08068,37.18256,0.03483447658813,0.342857142857143,0.0631374888159857,0.278777777777778,1,0.431486880466472,0.170249943030412,0.0113674289316112,0.698961342807049,0.717762176416756,0,1650
2554,Novodmytrivka,Krasnoarmiiskyi,Donetsk,48.08695,37.22097,0.0353705633543799,0.352357015876908,0.0648869000183902,0.285855555555556,1,0.483965014577259,0.0354772222008133,0.0113674289316112,0.681197523525195,0.717762176416756,0,1650
2555,Pushkine,Krasnoarmiiskyi,Donetsk,48.13506,37.14102,0.0349763430556387,0.344253458705157,0.0633946217883452,0.151377777777778,1,0.533527696793003,0.343157196044121,0.0113674289316112,0.733747516366587,0.717762176416756,0,1650
2556,Vorovske,Krasnoarmiiskyi,Donetsk,48.14542,37.18449,0.0349470408712824,0.343905212135719,0.0633415115791993,0.178011111111111,1,0.536443148688047,0.465708568290015,0.0113674289316112,0.714895012936057,0.717762176416756,0,1650
2557,Novooleksiyivka,Krasnoarmiiskyi,Donetsk,48.13178,37.20677,0.0352870090634441,0.347311178247734,0.0639577039274924,0.174033333333333,1,0.548104956268222,0.300781643710959,0.0113674289316112,0.700168714918604,0.717762176416756,0,1650
2558,Stari Terny,Krasnoarmiiskyi,Donetsk,48.01714,37.2113,0.0348745844666062,0.347416137805984,0.0639770323360532,0.238566666666667,0,0.393586005830904,0.0472158323482198,0.0186079042362469,0.66904080768724,0.717762176416756,0,1650
2559,Berestky,Marnskyi,Donetsk,48.01246,37.25907,0.0360703738294167,0.290531842390893,0.053941489764495,0.377311111111111,0,0.408163265306122,0.0339517825866444,0.0229144486241772,0.643408135725468,0.623945768791402,0,1650
2560,Leninske,Krasnoarmiiskyi,Donetsk,48.1634,37.23127,0.0347603909801242,0.34148370420987,0.0628955108589085,0.246722222222222,1,0.419825072886297,0.183486321426506,0.0285047714727812,0.697015670563114,0.717762176416756,1,1650
2561,Voznesenka,Marnskyi,Donetsk,48.05926,37.25792,0.0346481237261719,0.344563002038125,0.063451624505455,0.439811111111111,1,0.440233236151603,0.234692452107986,0.106267410904549,0.655517637863283,0.623945768791402,1,1650
2562,Kreminna Balka,Marnskyi,Donetsk,48.07006,37.28636,0.0355848025825677,0.285820710206109,0.0530667991060343,0.513066666666667,1,0.516034985422741,0.345982937390126,0.106267410904549,0.644089300323618,0.623945768791402,0,1650
2563,Izmaylivka,Marnskyi,Donetsk,48.05463,37.34124,0.0367938294767563,0.299927037731916,0.05560767146133,0.526833333333333,1,0.527696793002915,0.248249394899306,0.291760206063564,0.612700279519917,0.623945768791402,0,1650
2564,Stepanivka,Marnskyi,Donetsk,47.99898,37.31931,0.0364443526739624,0.297078257278546,0.0550794961800537,0.515711111111111,0,0.268221574344023,0.0911423055779818,0.0276430375601882,0.609407787540533,0.623945768791402,1,1650
2565,Oleksandropil,Marnskyi,Donetsk,48.01112,37.39082,0.0348049002933274,0.283714165988809,0.0527249870590845,0.412433333333333,1,0.384839650145773,0.039355019194435,0.200075850840845,0.576428488837271,0.623945768791402,0,1650
2566,Zoryane,Marnskyi,Donetsk,48.04066,37.41404,0.0348066162151502,0.283728153425198,0.0527275864619025,0.464066666666667,1,0.405247813411079,0.203365574136664,0.200075850840845,0.573018269984715,0.623945768791402,0,1650
2567,Karlivka,Iasynuvatskyi,Donetsk,48.11061,37.48713,0.0639886870829467,0.12947987096204,0.031022139732202,0.4547,1,0.431486880466472,0.036383357665008,0.0233200099913971,0.558544168753306,0.782736217914638,1,1650
2568,Lisivka,Marnskyi,Donetsk,48.09737,37.38011,0.0372225444192545,0.303369009331998,0.0562556018347656,0.516411111111111,1,0.588921282798834,0.0519415629112125,0.0206116431877456,0.605860053021186,0.623945768791402,0,1650
2569,Novoserhiyivka,Krasnoarmiiskyi,Donetsk,48.20391,36.9759,0.0308356051983801,0.423890315237818,0.0562981392763558,0.196177777777778,1,0.300291545189504,0.0667180968085455,0.0113674289316112,0.834374368494211,0.717762176416756,0,1650
2570,Novooleksandrivka,Krasnoarmiiskyi,Donetsk,48.19335,36.99385,0.0308388702120338,0.423935198665855,0.0563041003785372,0.196177777777778,1,0.349854227405248,0.0220041165782069,0.0113674289316112,0.822644572056142,0.717762176416756,0,1650
2571,Kotlyarivka,Krasnoarmiiskyi,Donetsk,48.1353,36.93526,0.0384145334434352,0.284426094137077,0.0698596201486375,0.157833333333333,1,0.43731778425656,0.385630060675862,0.0113674289316112,0.838466158157357,0.717762176416756,0,1650
2572,Bohdanivka,Krasnoarmiiskyi,Donetsk,48.09005,36.96388,0.0386122177954847,0.285956175298805,0.0702191235059761,0.235711111111111,1,0.419825072886297,0.493102539069545,0.0113674289316112,0.813532087768558,0.717762176416756,1,1650
2573,Memryk,Krasnoarmiiskyi,Donetsk,48.12273,37.39818,0.0375791770905413,0.306275616117528,0.056794592005109903,0.448411111111111,1,0.536443148688047,0.0819742731737351,0.0206116431877456,0.604511113556313,0.717762176416756,0,1650
2574,Kalynove,Krasnoarmiiskyi,Donetsk,48.13931,37.44119,0.0373463724065019,0.304162812210916,0.0565085238535747,0.451377777777778,1,0.615160349854227,0.0343675528588916,0.0135005349418965,0.589098878195811,0.717762176416756,1,1650
2575,Ptyche,Iasynuvatskyi,Donetsk,48.16718,37.45493,0.0372439969424603,0.30332902817681,0.0563536202851947,0.474744444444444,1,0.603498542274053,0.232960247777209,0.0136181580710832,0.591598451272924,0.782736217914638,0,1650
2576,Zavitne,Iasynuvatskyi,Donetsk,48.1858,37.44164,0.0366153448052788,0.29781342993919,0.0564626730495536,0.419711111111111,0,0.53935860058309,0.152041609787355,0.0136181580710832,0.603804403389361,0.782736217914638,0,1650
2577,Mykolayivka,Krasnoarmiiskyi,Donetsk,48.18621,37.43294,0.0366618302414758,0.298191522437558,0.0553943413825267,0.419711111111111,0,0.536443148688047,0.116488651343973,0.0136181580710832,0.607932977965935,0.717762176416756,0,1650
2578,Zelenyy Hay,Velykonovosilkivskyi,Donetsk,48.06775,36.62984,0.0311990748041844,0.387294327918835,0.0559060085160069,0.270977777777778,1,0.271137026239067,0.203624804941381,0.0109900249450225,0.986182112316356,0.420830762974018,0,1650
2579,Hrushivske,Velykonovosilkivskyi,Donetsk,48.04971,36.71114,0.0315252789493353,0.393331909668464,0.0567775345683626,0.408644444444444,1,0.268221574344023,0.169725779959645,0.0107182870066095,0.939398110159399,0.420830762974018,0,1650
2580,Chervona Zirka,Velykonovosilkivskyi,Donetsk,48.03611,36.72238,0.0382382512243376,0.280154380047352,0.0685953361657964,0.408644444444444,1,0.276967930029155,0.0710050062457777,0.0109900249450225,0.931003670907209,0.420830762974018,0,1650
2581,Zaporizhzhya,Velykonovosilkivskyi,Donetsk,48.03523,36.76051,0.0382407317310499,0.280172553598651,0.068599785929746,0.429644444444444,1,0.271137026239067,0.159370806126053,0.0109900249450225,0.910378220684932,0.420830762974018,0,1650
2582,Novozhelanne,Krasnoarmiiskyi,Donetsk,48.17632,37.42914,0.0367322568921655,0.298738383261513,0.0555007528165723,0.436566666666667,0,0.58600583090379,0.0804875618292479,0.0136181580710832,0.606472460084962,0.717762176416756,0,1650
2583,Skuchne,Iasynuvatskyi,Donetsk,48.16499,37.49228,0.0640074211502783,0.129428394734517,0.0310098065200106,0.445377777777778,1,0.478134110787172,0.251979949405738,0.0156455845626575,0.573787528687472,0.782736217914638,0,1650
2584,Mezhove,Iasynuvatskyi,Donetsk,48.18111,37.48941,0.0371197393999895,0.302317028319235,0.0573214942468344,0.427666666666667,1,0.478134110787172,0.146544759809111,0.0223821358591658,0.580523517470713,0.782736217914638,0,1650
2585,Orlivka,Krasnoarmiiskyi,Donetsk,48.21232,37.37816,0.0350797404644958,0.350160693711722,0.0643078042568674,0.3093,1,0.591836734693878,0.172880652607412,0.0114050592680731,0.641689946749875,0.717762176416756,1,1650
2586,Vovche,Krasnoarmiiskyi,Donetsk,48.23409,37.48858,0.0567220152475883,0.284424267844366,0.0689348893439589,0.407488888888889,0,0.588921282798834,0.191812278266044,0.0123831580033819,0.59936378582624,0.717762176416756,0,1650
2587,Prohres,Krasnoarmiiskyi,Donetsk,48.24313,37.49308,0.0571066620299071,0.279646281484425,0.069402354811466,0.296311111111111,0,0.635568513119534,0.244476925546281,0.0123831580033819,0.600653407539343,0.717762176416756,1,1650
2588,Vesele,Krasnoarmiiskyi,Donetsk,48.23841,37.43701,0.0361338100102145,0.295275791624106,0.0557201225740552,0.341455555555556,1,0.580174927113703,0.131967233039303,0.0122733121273511,0.623653042786783,0.717762176416756,0,1650
2589,Serhiyivka,Krasnoarmiiskyi,Donetsk,48.21896,37.41263,0.0361310420550009,0.295253172637438,0.0557158542501851,0.362744444444444,1,0.565597667638484,0.0533898329847546,0.0114050592680731,0.628041816160329,0.717762176416756,0,1650
2590,Lysychne,Krasnoarmiiskyi,Donetsk,48.27498,37.46003,0.0550928585104346,0.279604633352479,0.0668677005552365,0.2998,1,0.571428571428571,0.333236790935463,0.0113674289316112,0.626489953041914,0.717762176416756,0,111
2591,Svyrydonivka,Krasnoarmiiskyi,Donetsk,48.28287,37.44349,0.102058989618175,0.329112549411407,0.0918509187263803,0.241711111111111,1,0.507288629737609,0.248290178124068,0.0113674289316112,0.636508032620022,0.717762176416756,0,111
2592,Yelyzavetivka,Krasnoarmiiskyi,Donetsk,48.30339,37.44923,0.102663258395054,0.325162220620043,0.0923947477660527,0.268088888888889,1,0.521865889212828,0.201530814282436,0.0112764774622541,0.641515282735122,0.717762176416756,0,111
2593,Mykhaylivka,Krasnoarmiiskyi,Donetsk,48.3032,37.37014,0.102450617014782,0.33037544150351,0.0911568482100031,0.333811111111111,1,0.422740524781341,0.110360335288352,0.0113674289316112,0.675899074748739,0.717762176416756,0,111
2594,Lenine,Krasnoarmiiskyi,Donetsk,48.24247,36.92962,0.0310239766856537,0.424294608557425,0.0563518346800901,0.0920666666666667,1,0.524781341107872,0.02676013683503,0.01135408121593,0.867550170516978,0.717762176416756,0,1650
2595,Myrolyubivka,Krasnoarmiiskyi,Donetsk,48.30105,37.37625,0.102450617014782,0.33037544150351,0.0911568482100031,0.327466666666667,1,0.481049562682216,0.102887014762408,0.0113674289316112,0.672441305988409,0.717762176416756,0,111
2596,Myrne,Krasnoarmiiskyi,Donetsk,48.33527,37.37982,0.103064066852368,0.326431689075077,0.0917026736560437,0.277766666666667,1,0.416909620991254,0.00992712357644336,0.0110992353287424,0.683040017938662,0.717762176416756,1,111
2597,Novotoretske,Krasnoarmiiskyi,Donetsk,48.28783,37.41527,0.10101661400907,0.325681862144561,0.0908934597115653,0.250911111111111,1,0.425655976676385,0.0679337638504449,0.0113674289316112,0.650591420589883,0.717762176416756,0,111
2598,Tymofiyivka,Krasnoarmiiskyi,Donetsk,48.28231,37.48957,0.0560385767516622,0.275492559849979,0.0680451036263121,0.248833333333333,1,0.565597667638484,0.367102336687926,0.0113674289316112,0.616530329143093,0.717762176416756,0,111
2599,Nevelske,Iasynuvatskyi,Donetsk,48.05956,37.57542,0.190346172598732,0.0023403217942467,0.036274987810824,0.456744444444444,1,0.559766763848397,0.252177199964251,0.0181116814123703,0.501122575297194,0.782736217914638,1,73
2600,Abakumova,Marnskyi,Donetsk,48.00222,37.59721,0.181376180774217,0.00268568253380255,0.0337562511576218,0.4508,0,0.510204081632653,0.126700263944918,0.122468312736917,0.47321771032955,0.623945768791402,0,73
2601,Lozove,Iasynuvatskyi,Donetsk,48.00383,37.63831,0.202720470706583,0.176525095743083,0.110390213191869,0.491322222222222,1,0.524781341107872,0.134812971547174,0.153637521220689,0.454145353424136,0.782736217914638,1,73
2602,Netaylove,Iasynuvatskyi,Donetsk,48.10701,37.54795,0.0703143981728947,0.0657466349190923,0.0319743427766169,0.389822222222222,1,0.472303206997085,0.0521805346500837,0.0151564741814022,0.529142768888425,0.782736217914638,1,1650
2603,Yasnobrodivka,Iasynuvatskyi,Donetsk,48.13683,37.5392,0.0701303736732419,0.0655745650172054,0.0340231667716764,0.433333333333333,1,0.46064139941691,0.12602286428298,0.0151564741814022,0.543053860587709,0.782736217914638,0,1650
2604,Semenivka,Iasynuvatskyi,Donetsk,48.17843,37.62971,0.434425142554038,0.0310635194271317,0.042070017239093,0.481055555555556,1,0.495626822157434,0.300762223497126,0.0151564741814022,0.518488643138973,0.782736217914638,0,1650
2605,Novopokrovske,Iasynuvatskyi,Donetsk,48.20433,37.56856,0.155785700059749,0.102131049591715,0.031467835092611,0.425311111111111,0,0.583090379008746,0.0109894377581892,0.0151564741814022,0.55401419064435,0.782736217914638,0,1650
2606,Novobakhmutivka,Iasynuvatskyi,Donetsk,48.2273,37.62023,0.427667003883432,0.0305779460235617,0.0414450282283066,0.395233333333333,1,0.667638483965015,0.0306713488167222,0.0151564741814022,0.541228055635076,0.782736217914638,1,111
2607,Voskhod,Iasynuvatskyi,Donetsk,48.22602,37.52918,0.0569454077083127,0.278831863667889,0.0696026949370851,0.354966666666667,1,0.577259475218659,0.143528088504851,0.0135422080237075,0.578850113529249,0.782736217914638,0,1650
2608,Yevhenivka,Iasynuvatskyi,Donetsk,48.23526,37.53768,0.110190670122177,0.260528507960015,0.0666882636060718,0.324911111111111,0,0.615160349854227,0.208537185253731,0.0135422080237075,0.578615759431151,0.782736217914638,0,1650
2609,Sokil,Iasynuvatskyi,Donetsk,48.23228,37.5523,0.109155494442535,0.258026813337917,0.0660708147129598,0.324911111111111,1,0.647230320699708,0.199240314955588,0.0151564741814022,0.571305935805944,0.782736217914638,1,1650
2610,Novooleksandrivka,Krasnoarmiiskyi,Donetsk,48.28142,37.55449,0.0559924045086058,0.275385252087543,0.068432456118996,0.310377777777778,0,0.583090379008746,0.514522544534958,0.0122253617761055,0.589144109311909,0.717762176416756,0,111
2611,Vitrohon,Bilovodskyi,Luhansk,49.14915,39.74396,0.290879464482318,0.392522129739728,0.0129915884969393,0.1771,1,0.478134110787172,0.482410728937472,0.00727279666543333,0.0562345606305728,0.20129804423142,0,1650
